单位名称,证书编号,资质等级,行政区划,业务范围
北京洛斯达数字遥感技术有限公司,甲测资字1100023,甲级,北京,"甲级：测绘航空摄影：一般航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发。***
乙级：工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、线路与桥隧测量(300km以下的线路，多孔跨径总长在100m以下的桥梁，4km以下的隧道。)、矿山测量(矿区控制面积200平方公里以下。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
北京老虎宝典科技有限责任公司,甲测资字1100552,甲级,北京,甲级：互联网地图服务。***
北京灵图软件技术有限公司,甲测资字1100246,甲级,北京,甲级：导航电子地图制作；互联网地图服务；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；地图编制：电子地图、真三维地图、其他专用地图。***
北京奇虎科技有限公司,甲测资字1100519,甲级,北京,甲级：互联网地图服务。***
北京力佳图科技有限公司,甲测资字1100237,甲级,北京,"甲级：摄影测量与遥感：摄影测量与遥感外业；工程测量；不动产测绘：地籍测绘、房产测绘、不动产测绘监理。***
乙级：大地测量：水准测量(三等以下)、卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发。***"
北京世纪国源科技股份有限公司,甲测资字1100311,甲级,北京,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、矿山测量、工程测量监理；不动产测绘。***
乙级：地图编制：其他专用地图(省级及以下行政区域范围内。)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
北京市地质工程勘察院,甲测资字1100633,甲级,北京,"甲级：工程测量：控制测量、地形测量、变形形变与精密测量、水利工程测量、线路与桥隧测量。***
乙级：工程测量：地下管线测量(管线长度300km以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)。***"
北京市测绘设计研究院,甲测资字1100195,甲级,北京,"甲级：大地测量：卫星定位测量、全球导航卫星系统连续运行基准站网位置数据服务、水准测量、三角测量、天文测量、大地测量数据处理；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业、摄影测量与遥感监理；地理信息系统工程；工程测量；不动产测绘；地图编制：地形图、全国及地方政区地图、电子地图、真三维地图、其他专用地图；互联网地图服务。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)。***"
北京世纪安图数码科技发展有限责任公司,甲测资字1101326,甲级,北京,"甲级：地理信息系统工程：地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；不动产测绘：地籍测绘、房产测绘。***
乙级：工程测量：地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
北京世纪农丰土地科技有限公司,甲测资字1101068,甲级,北京,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、不动产测绘监理。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；工程测量：地下管线测量(管线长度300km以下。)、水利工程测量(不得承担特大型水利水电工程。)、变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)。***"
北京山维科技股份有限公司,甲测资字1101086,甲级,北京,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理。***
乙级：摄影测量与遥感：摄影测量与遥感内业；工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
北京市房地产勘察测绘所,甲测资字1100327,甲级,北京,甲级：不动产测绘：地籍测绘、房产测绘、不动产测绘监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量。***
北京世纪高通科技有限公司,甲测资字1100302,甲级,北京,甲级：互联网地图服务。***
北京市勘察设计研究院有限公司,甲测资字1100336,甲级,北京,"甲级：大地测量：卫星定位测量、水准测量、三角测量、大地测量数据处理；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感监理；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：房产测绘、不动产测绘监理。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、水准测量(三等以下)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感监理；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发、地理信息系统工程监理(相应于上述限额。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、不动产测绘监理(相应于上述限额。)。***"
